loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,term_months,delinquency_status,origination_date,monthly_payment,branch_id,source_system,created_at
LN0000819,CUST001614,AUTO,32982.7,15384.42,15.05,360,CURRENT,2019-12-27,98.12,BR005,LOAN_ORIGINATION_v2.1,2019-12-27 02:20:06
LN0000820,CUST004722,PERSONAL,41881.49,18898.99,6.83,360,CURRENT,2023-02-26,125.16,BR021,LOAN_ORIGINATION_v2.1,2023-02-26 05:26:05
LN0000821,CUST000761,AUTO,32012.27,28942.16,24.62,120,CURRENT,2022-10-16,295.61,BR012,LOAN_ORIGINATION_v2.1,2022-10-16 04:03:39
LN0000822,CUST000885,AUTO,44561.23,41108.81,7.81,360,CURRENT,2018-06-10,126.72,BR010,LOAN_ORIGINATION_v2.1,2018-06-10 22:54:56
LN0000823,CUST003027,PERSONAL,29401.5,15669.12,16.97,36,CURRENT,2021-06-29,914.42,BR002,LOAN_ORIGINATION_v2.1,2021-06-29 03:01:40
LN0000824,CUST001677,PERSONAL,8283.65,7253.14,21.88,120,CURRENT,2021-08-22,69.78,BR014,LOAN_ORIGINATION_v2.1,2021-08-22 14:43:58
LN0000825,CUST001419,MORTGAGE,394531.56,41709.63,16.34,24,CURRENT,2018-04-23,18192.6,BR022,LOAN_ORIGINATION_v2.1,2018-04-23 15:42:35
LN0000826,CUST000359,AUTO,26415.28,24881.68,8.84,60,CURRENT,2020-11-21,502.93,BR017,LOAN_ORIGINATION_v2.1,2020-11-21 18:42:17
LN0000827,CUST001326,CREDIT_LINE,21428.18,16166.72,22.03,180,CURRENT,2019-02-09,124.63,BR001,LOAN_ORIGINATION_v2.1,2019-02-09 19:21:13
LN0000828,CUST003326,CREDIT_LINE,8212.39,5737.94,15.32,84,CURRENT,2019-02-10,123.96,BR022,LOAN_ORIGINATION_v2.1,2019-02-10 13:17:48
LN0000829,CUST002336,CREDIT_LINE,5338.89,1292.34,12.35,48,CURRENT,2022-03-31,138.62,BR013,LOAN_ORIGINATION_v2.1,2022-03-31 13:43:13
LN0000830,CUST000398,AUTO,14041.29,9330.13,18.09,12,CURRENT,2021-10-22,1488.73,BR004,LOAN_ORIGINATION_v2.1,2021-10-22 03:07:55
LN0000831,CUST000271,PERSONAL,5567.12,3760.02,11.18,12,CLOSED,2020-02-25,520.59,BR006,LOAN_ORIGINATION_v2.1,2020-02-25 12:11:02
LN0000832,CUST001556,MORTGAGE,318358.78,102091.12,21.38,60,CURRENT,2021-07-30,6520.18,BR014,LOAN_ORIGINATION_v2.1,2021-07-30 12:46:18
LN0000833,CUST004335,MORTGAGE,557159.09,480622.25,24.41,12,CURRENT,2021-01-11,58809.5,BR022,LOAN_ORIGINATION_v2.1,2021-01-11 11:08:13
LN0000834,CUST001779,PERSONAL,4897.06,1181.49,11.54,12,CURRENT,2021-07-01,451.23,BR023,LOAN_ORIGINATION_v2.1,2021-07-01 17:01:44
LN0000835,CUST003551,PERSONAL,45257.71,33900.74,10.88,360,CURRENT,2022-09-04,159.67,BR016,LOAN_ORIGINATION_v2.1,2022-09-04 00:47:25
LN0000836,CUST001991,CREDIT_LINE,14312.61,4784.66,5.0,12,CURRENT,2019-08-05,1308.34,BR017,LOAN_ORIGINATION_v2.1,2019-08-05 21:43:05
LN0000837,CUST004095,PERSONAL,42185.75,6106.83,22.03,48,CURRENT,2019-05-27,1127.09,BR024,LOAN_ORIGINATION_v2.1,2019-05-27 16:07:02
LN0000838,CUST000349,MORTGAGE,553350.59,355685.96,14.14,36,CURRENT,2020-02-04,16730.77,BR025,LOAN_ORIGINATION_v2.1,2020-02-04 14:22:25
LN0000839,CUST001516,MORTGAGE,198508.68,81496.92,13.31,60,CURRENT,2019-03-28,4220.56,BR016,LOAN_ORIGINATION_v2.1,2019-03-28 23:45:31
LN0000840,CUST000020,PERSONAL,36841.6,36745.99,22.8,60,CLOSED,2018-06-17,637.88,BR021,LOAN_ORIGINATION_v2.1,2018-06-17 03:03:48
LN0000841,CUST001935,PERSONAL,20273.88,4770.56,22.15,180,30_DPD,2020-05-01,129.86,BR022,LOAN_ORIGINATION_v2.1,2020-05-01 03:01:17
LN0000842,CUST003667,PERSONAL,6035.95,3051.86,22.8,120,CURRENT,2018-02-01,51.42,BR002,LOAN_ORIGINATION_v2.1,2018-02-01 14:31:05
LN0000843,CUST004706,AUTO,33210.68,32741.18,16.69,60,CURRENT,2020-06-24,648.15,BR003,LOAN_ORIGINATION_v2.1,2020-06-24 21:25:21
LN0000844,CUST004250,AUTO,22801.38,12597.46,12.6,36,CURRENT,2019-01-12,815.86,BR016,LOAN_ORIGINATION_v2.1,2019-01-12 06:00:28
LN0000845,CUST001731,CREDIT_LINE,1732.66,977.47,5.04,60,CURRENT,2019-07-14,32.03,BR019,LOAN_ORIGINATION_v2.1,2019-07-14 00:53:13
LN0000846,CUST002435,AUTO,13049.84,3989.8,18.08,60,CURRENT,2022-07-01,242.22,BR004,LOAN_ORIGINATION_v2.1,2022-07-01 21:33:19
LN0000847,CUST002322,PERSONAL,49701.11,14120.97,9.2,60,CURRENT,2019-11-24,1044.34,BR023,LOAN_ORIGINATION_v2.1,2019-11-24 16:40:48
LN0000848,CUST003685,MORTGAGE,481529.67,78972.84,19.27,48,CURRENT,2021-07-11,11868.76,BR010,LOAN_ORIGINATION_v2.1,2021-07-11 12:11:58
LN0000849,CUST000814,MORTGAGE,565137.62,492344.77,16.81,60,30_DPD,2022-08-05,10010.3,BR023,LOAN_ORIGINATION_v2.1,2022-08-05 08:05:46
LN0000850,CUST003377,PERSONAL,7052.09,1170.59,5.67,36,CURRENT,2022-06-14,219.01,BR021,LOAN_ORIGINATION_v2.1,2022-06-14 01:13:10
LN0000851,CUST003710,MORTGAGE,585504.46,226825.82,9.14,24,CURRENT,2022-05-07,28447.9,BR019,LOAN_ORIGINATION_v2.1,2022-05-07 04:53:56
LN0000852,CUST004977,MORTGAGE,321487.77,173228.45,11.45,12,CURRENT,2021-11-16,26992.69,BR012,LOAN_ORIGINATION_v2.1,2021-11-16 21:39:58
LN0000853,CUST003312,CREDIT_LINE,18177.56,8113.5,8.17,36,CURRENT,2021-06-03,532.09,BR009,LOAN_ORIGINATION_v2.1,2021-06-03 12:45:38
LN0000854,CUST004545,PERSONAL,43802.62,21229.87,13.24,36,CURRENT,2019-09-21,1497.44,BR020,LOAN_ORIGINATION_v2.1,2019-09-21 01:58:03
LN0000855,CUST002237,AUTO,22554.06,12024.41,16.86,12,30_DPD,2022-03-06,2357.49,BR008,LOAN_ORIGINATION_v2.1,2022-03-06 18:13:23
LN0000856,CUST001107,AUTO,60702.76,42322.2,7.0,180,CLOSED,2022-03-30,356.54,BR019,LOAN_ORIGINATION_v2.1,2022-03-30 14:03:50
LN0000857,CUST000065,PERSONAL,41954.33,25556.11,5.84,120,CURRENT,2019-08-30,387.58,BR009,LOAN_ORIGINATION_v2.1,2019-08-30 08:30:36
LN0000858,CUST001906,MORTGAGE,433008.69,305819.01,24.6,360,90_DPD,2022-12-27,1366.04,BR023,LOAN_ORIGINATION_v2.1,2022-12-27 08:22:02
LN0000859,CUST004605,CREDIT_LINE,4263.49,3528.96,19.45,120,CURRENT,2019-05-30,40.0,BR012,LOAN_ORIGINATION_v2.1,2019-05-30 10:25:35
LN0000860,CUST000760,MORTGAGE,393704.21,98171.03,23.45,84,CURRENT,2022-11-29,5813.17,BR024,LOAN_ORIGINATION_v2.1,2022-11-29 13:49:33
LN0000861,CUST001521,CREDIT_LINE,23964.67,18239.92,7.65,84,CURRENT,2021-01-26,368.83,BR015,LOAN_ORIGINATION_v2.1,2021-01-26 22:51:18
LN0000862,CUST002409,AUTO,52121.59,35287.97,21.06,48,CURRENT,2018-08-10,1210.61,BR003,LOAN_ORIGINATION_v2.1,2018-08-10 07:30:37
LN0000863,CUST001527,PERSONAL,21728.04,9593.23,17.05,180,CURRENT,2018-10-22,149.78,BR001,LOAN_ORIGINATION_v2.1,2018-10-22 10:25:02
LN0000864,CUST003316,PERSONAL,9404.96,3544.94,16.63,120,CURRENT,2022-06-30,99.25,BR017,LOAN_ORIGINATION_v2.1,2022-06-30 12:10:39
LN0000865,CUST003564,PERSONAL,38011.57,30090.14,11.04,12,CURRENT,2021-12-12,4063.09,BR008,LOAN_ORIGINATION_v2.1,2021-12-12 19:12:20
LN0000866,CUST002393,AUTO,45155.23,8398.8,18.55,48,CURRENT,2021-08-03,1001.63,BR016,LOAN_ORIGINATION_v2.1,2021-08-03 11:51:03
LN0000867,CUST004991,PERSONAL,19770.74,5012.75,15.45,48,CURRENT,2023-02-02,523.95,BR022,LOAN_ORIGINATION_v2.1,2023-02-02 04:14:56
LN0000868,CUST002279,MORTGAGE,532916.44,377289.29,20.55,60,30_DPD,2022-03-28,9358.86,BR017,LOAN_ORIGINATION_v2.1,2022-03-28 01:03:14
LN0000869,CUST001220,PERSONAL,24310.73,4109.48,22.45,24,CURRENT,2019-08-28,1092.0,BR007,LOAN_ORIGINATION_v2.1,2019-08-28 02:06:34
LN0000870,CUST004331,AUTO,15637.87,6140.28,16.45,180,30_DPD,2018-03-23,94.97,BR021,LOAN_ORIGINATION_v2.1,2018-03-23 16:08:31
LN0000871,CUST004934,MORTGAGE,420152.54,266521.1,15.63,24,CURRENT,2020-04-11,19163.72,BR022,LOAN_ORIGINATION_v2.1,2020-04-11 13:50:30
LN0000872,CUST004662,AUTO,63415.6,42469.14,17.88,36,CURRENT,2021-04-09,1764.9,BR019,LOAN_ORIGINATION_v2.1,2021-04-09 04:15:54
LN0000873,CUST004688,CREDIT_LINE,18056.1,9065.61,17.79,180,60_DPD,2019-03-15,113.87,BR008,LOAN_ORIGINATION_v2.1,2019-03-15 09:41:33
LN0000874,CUST002111,PERSONAL,21287.41,14525.49,4.76,12,CURRENT,2020-10-26,2250.63,BR005,LOAN_ORIGINATION_v2.1,2020-10-26 15:57:47
LN0000875,CUST003794,MORTGAGE,416082.92,392752.76,5.43,12,CURRENT,2019-01-04,39385.0,BR001,LOAN_ORIGINATION_v2.1,2019-01-04 10:28:44
LN0000876,CUST001591,AUTO,41005.97,34683.03,11.52,60,CURRENT,2020-04-30,870.38,BR020,LOAN_ORIGINATION_v2.1,2020-04-30 22:37:43
LN0000877,CUST001364,AUTO,30938.15,25263.49,24.32,120,CURRENT,2021-11-27,262.04,BR009,LOAN_ORIGINATION_v2.1,2021-11-27 10:26:56
LN0000878,CUST004055,MORTGAGE,597299.1,590440.7,11.93,12,CURRENT,2018-09-10,56548.32,BR023,LOAN_ORIGINATION_v2.1,2018-09-10 04:57:14
LN0000879,CUST003557,MORTGAGE,272473.85,210198.47,22.46,84,30_DPD,2021-05-11,3815.88,BR016,LOAN_ORIGINATION_v2.1,2021-05-11 15:08:22
LN0000880,CUST003330,AUTO,25149.05,2576.35,14.67,84,CURRENT,2018-07-02,370.55,BR024,LOAN_ORIGINATION_v2.1,2018-07-02 05:53:43
LN0000881,CUST001963,MORTGAGE,206704.65,186464.21,12.66,60,CURRENT,2023-03-17,3566.29,BR023,LOAN_ORIGINATION_v2.1,2023-03-17 06:52:23
LN0000882,CUST003624,AUTO,9335.28,7971.64,23.93,24,CURRENT,2021-07-23,488.13,BR015,LOAN_ORIGINATION_v2.1,2021-07-23 04:28:23
LN0000883,CUST002681,MORTGAGE,514377.08,145803.26,22.31,84,CURRENT,2018-02-09,7121.38,BR001,LOAN_ORIGINATION_v2.1,2018-02-09 10:26:04
LN0000884,CUST000762,CREDIT_LINE,17878.87,4184.36,7.85,120,CLOSED,2018-08-07,184.89,BR013,LOAN_ORIGINATION_v2.1,2018-08-07 10:05:09
LN0000885,CUST003887,MORTGAGE,531180.97,463590.92,4.58,24,CURRENT,2022-01-28,24770.57,BR002,LOAN_ORIGINATION_v2.1,2022-01-28 05:02:37
LN0000886,CUST004332,MORTGAGE,520629.42,207468.0,4.76,12,CURRENT,2021-11-29,49374.6,BR019,LOAN_ORIGINATION_v2.1,2021-11-29 01:14:15
LN0000887,CUST002477,PERSONAL,34371.49,24309.57,5.73,120,CURRENT,2021-10-08,310.93,BR015,LOAN_ORIGINATION_v2.1,2021-10-08 13:19:46
LN0000888,CUST002234,MORTGAGE,563644.74,335117.1,9.33,12,CURRENT,2021-04-18,47945.87,BR005,LOAN_ORIGINATION_v2.1,2021-04-18 02:53:19
LN0000889,CUST004951,MORTGAGE,528666.36,61620.82,17.89,48,CURRENT,2022-05-08,12722.39,BR023,LOAN_ORIGINATION_v2.1,2022-05-08 11:11:21
LN0000890,CUST002549,AUTO,56422.21,51665.29,6.79,360,30_DPD,2022-08-03,178.13,BR020,LOAN_ORIGINATION_v2.1,2022-08-03 02:34:33
LN0000891,CUST003180,AUTO,38268.66,27473.2,24.91,360,CURRENT,2021-05-01,114.39,BR017,LOAN_ORIGINATION_v2.1,2021-05-01 23:54:19
LN0000892,CUST004541,MORTGAGE,441932.87,270857.3,12.96,12,90_DPD,2018-02-07,39670.95,BR011,LOAN_ORIGINATION_v2.1,2018-02-07 22:27:25
LN0000893,CUST004937,AUTO,28231.17,24471.43,20.73,48,CURRENT,2018-12-26,667.96,BR005,LOAN_ORIGINATION_v2.1,2018-12-26 08:17:05
LN0000894,CUST002507,PERSONAL,5304.59,2660.09,19.23,120,CLOSED,2020-10-14,47.88,BR018,LOAN_ORIGINATION_v2.1,2020-10-14 14:23:10
LN0000895,CUST002108,MORTGAGE,358049.16,135244.79,16.59,120,60_DPD,2020-07-01,3696.1,BR004,LOAN_ORIGINATION_v2.1,2020-07-01 17:32:33
LN0000896,CUST003146,PERSONAL,23019.64,3460.84,9.49,84,CURRENT,2021-07-29,328.63,BR007,LOAN_ORIGINATION_v2.1,2021-07-29 07:56:15
LN0000897,CUST001780,PERSONAL,19311.31,13031.6,13.58,120,CURRENT,2022-11-07,199.37,BR004,LOAN_ORIGINATION_v2.1,2022-11-07 02:43:18
LN0000898,CUST002744,CREDIT_LINE,20827.12,4073.52,19.13,84,CURRENT,2018-07-14,276.3,BR019,LOAN_ORIGINATION_v2.1,2018-07-14 21:50:10
LN0000899,CUST002043,PERSONAL,2290.33,855.39,19.27,12,CURRENT,2021-09-29,205.85,BR025,LOAN_ORIGINATION_v2.1,2021-09-29 08:04:51
LN0000900,CUST000753,MORTGAGE,498813.2,93984.91,19.84,84,CURRENT,2018-07-21,7555.45,BR016,LOAN_ORIGINATION_v2.1,2018-07-21 16:03:04
LN0000901,CUST002680,AUTO,58538.09,38636.6,18.24,24,CURRENT,2023-04-29,3055.09,BR020,LOAN_ORIGINATION_v2.1,2023-04-29 19:58:31
LN0000902,CUST002706,MORTGAGE,404288.07,273477.78,21.27,12,CURRENT,2021-08-16,42711.74,BR010,LOAN_ORIGINATION_v2.1,2021-08-16 09:17:10
LN0000903,CUST003582,MORTGAGE,121974.53,22737.93,13.75,120,CURRENT,2021-08-18,1062.84,BR020,LOAN_ORIGINATION_v2.1,2021-08-18 12:39:12
LN0000904,CUST003305,MORTGAGE,584581.62,84844.82,24.33,180,CURRENT,2021-06-25,3753.22,BR012,LOAN_ORIGINATION_v2.1,2021-06-25 10:16:02
LN0000905,CUST002548,AUTO,23967.44,15836.93,13.81,60,CURRENT,2018-02-06,470.09,BR023,LOAN_ORIGINATION_v2.1,2018-02-06 04:37:28
LN0000906,CUST002678,MORTGAGE,331764.55,43173.72,4.76,12,CURRENT,2020-06-04,28182.02,BR017,LOAN_ORIGINATION_v2.1,2020-06-04 01:33:55
LN0000907,CUST000591,CREDIT_LINE,2762.92,1790.3,7.33,360,CURRENT,2020-12-15,8.39,BR010,LOAN_ORIGINATION_v2.1,2020-12-15 19:08:24
LN0000908,CUST000803,PERSONAL,23944.07,15540.16,16.17,24,60_DPD,2020-03-31,1256.22,BR007,LOAN_ORIGINATION_v2.1,2020-03-31 02:54:30
LN0000909,CUST002520,MORTGAGE,268706.33,46882.57,6.43,12,60_DPD,2023-02-05,25102.87,BR007,LOAN_ORIGINATION_v2.1,2023-02-05 06:55:08
LN0000910,CUST001144,MORTGAGE,403836.98,201417.74,19.66,36,CURRENT,2019-02-20,12811.08,BR018,LOAN_ORIGINATION_v2.1,2019-02-20 23:47:16
LN0000911,CUST004468,MORTGAGE,239090.83,132824.21,8.55,120,CURRENT,2019-05-29,2207.85,BR012,LOAN_ORIGINATION_v2.1,2019-05-29 22:57:18
LN0000912,CUST003857,MORTGAGE,440944.88,356749.03,5.46,360,CURRENT,2020-03-06,1226.38,BR004,LOAN_ORIGINATION_v2.1,2020-03-06 13:48:44
LN0000913,CUST000626,MORTGAGE,526001.01,337597.1,20.23,120,CURRENT,2022-01-22,4870.76,BR004,LOAN_ORIGINATION_v2.1,2022-01-22 21:10:28
LN0000914,CUST002567,MORTGAGE,363746.68,300231.49,8.84,84,90_DPD,2021-01-31,4596.35,BR012,LOAN_ORIGINATION_v2.1,2021-01-31 06:09:33
LN0000915,CUST001552,MORTGAGE,474209.09,150794.67,13.45,180,90_DPD,2023-03-10,3279.27,BR005,LOAN_ORIGINATION_v2.1,2023-03-10 13:30:23
LN0000916,CUST003246,PERSONAL,36151.05,11252.19,18.51,60,CURRENT,2019-04-03,639.48,BR012,LOAN_ORIGINATION_v2.1,2019-04-03 08:34:08
LN0000917,CUST003252,PERSONAL,24645.11,9693.08,12.89,120,CURRENT,2022-11-25,235.62,BR008,LOAN_ORIGINATION_v2.1,2022-11-25 21:29:56
LN0000918,CUST002390,AUTO,8702.0,6910.84,18.98,84,CURRENT,2020-03-15,131.36,BR017,LOAN_ORIGINATION_v2.1,2020-03-15 18:33:56
LN0000919,CUST003109,MORTGAGE,544004.23,474440.94,15.13,180,CURRENT,2018-05-10,3191.96,BR024,LOAN_ORIGINATION_v2.1,2018-05-10 10:55:40
LN0000920,CUST004705,MORTGAGE,309156.45,272231.35,19.6,48,CURRENT,2019-07-13,7267.31,BR025,LOAN_ORIGINATION_v2.1,2019-07-13 07:23:05
LN0000921,CUST003469,MORTGAGE,412693.22,310161.14,11.68,180,CURRENT,2022-04-24,2545.3,BR018,LOAN_ORIGINATION_v2.1,2022-04-24 01:48:19
LN0000922,CUST002276,MORTGAGE,431747.88,336832.1,23.64,36,CURRENT,2021-07-22,15490.01,BR015,LOAN_ORIGINATION_v2.1,2021-07-22 21:11:45
LN0000923,CUST003846,AUTO,9144.96,2543.85,6.42,84,CLOSED,2018-09-20,133.27,BR025,LOAN_ORIGINATION_v2.1,2018-09-20 02:07:30
LN0000924,CUST002316,MORTGAGE,236385.19,223027.1,13.04,60,CLOSED,2018-10-24,4834.61,BR023,LOAN_ORIGINATION_v2.1,2018-10-24 13:31:19
LN0000925,CUST003299,AUTO,47705.88,36375.7,5.43,48,CLOSED,2021-08-02,1288.34,BR019,LOAN_ORIGINATION_v2.1,2021-08-02 08:04:18
LN0000926,CUST004554,AUTO,8450.38,2732.48,7.46,84,CLOSED,2018-04-07,117.22,BR003,LOAN_ORIGINATION_v2.1,2018-04-07 09:21:37
LN0000927,CUST004319,PERSONAL,35518.28,29158.62,10.59,120,CURRENT,2019-11-24,328.29,BR007,LOAN_ORIGINATION_v2.1,2019-11-24 20:22:31
LN0000928,CUST003137,PERSONAL,24849.32,20520.38,10.64,60,CURRENT,2021-04-23,454.87,BR013,LOAN_ORIGINATION_v2.1,2021-04-23 08:03:49
LN0000929,CUST003913,MORTGAGE,167896.76,162563.17,17.61,360,30_DPD,2018-02-07,574.34,BR009,LOAN_ORIGINATION_v2.1,2018-02-07 08:37:46
LN0000930,CUST002414,PERSONAL,40199.12,8434.64,14.63,120,CURRENT,2019-02-13,391.17,BR013,LOAN_ORIGINATION_v2.1,2019-02-13 14:08:26
LN0000931,CUST001592,MORTGAGE,459024.07,295928.87,9.15,48,CURRENT,2022-11-07,12291.81,BR022,LOAN_ORIGINATION_v2.1,2022-11-07 20:44:19
LN0000932,CUST001600,PERSONAL,10784.37,1763.71,6.63,36,CURRENT,2019-04-18,389.43,BR013,LOAN_ORIGINATION_v2.1,2019-04-18 03:09:32
LN0000933,CUST001714,MORTGAGE,440888.6,192197.18,14.15,360,30_DPD,2022-02-15,1500.32,BR008,LOAN_ORIGINATION_v2.1,2022-02-15 01:06:21
LN0000934,CUST002735,AUTO,18867.1,8281.59,10.66,84,CLOSED,2018-02-08,275.52,BR006,LOAN_ORIGINATION_v2.1,2018-02-08 17:35:46
LN0000935,CUST003309,MORTGAGE,97972.23,63892.68,5.08,120,CURRENT,2022-12-11,857.61,BR017,LOAN_ORIGINATION_v2.1,2022-12-11 22:40:15
LN0000936,CUST002128,AUTO,41198.75,37104.62,19.83,360,CURRENT,2018-01-06,127.61,BR001,LOAN_ORIGINATION_v2.1,2018-01-06 04:37:04
LN0000937,CUST000262,AUTO,13230.44,2507.38,16.3,180,CURRENT,2018-01-12,94.65,BR023,LOAN_ORIGINATION_v2.1,2018-01-12 06:20:23
LN0000938,CUST003927,AUTO,21935.75,2772.92,17.47,360,CLOSED,2021-07-10,73.04,BR010,LOAN_ORIGINATION_v2.1,2021-07-10 05:46:39
LN0000939,CUST003676,MORTGAGE,480333.88,106104.65,5.93,180,CURRENT,2019-10-13,3013.99,BR023,LOAN_ORIGINATION_v2.1,2019-10-13 15:30:01
LN0000940,CUST000499,PERSONAL,49685.44,43603.53,20.29,48,CURRENT,2021-07-18,1327.87,BR023,LOAN_ORIGINATION_v2.1,2021-07-18 13:45:20
LN0000941,CUST002709,AUTO,46985.08,38571.4,8.51,12,90_DPD,2022-04-16,4735.82,BR002,LOAN_ORIGINATION_v2.1,2022-04-16 19:30:47
LN0000942,CUST004041,PERSONAL,49185.31,19502.23,20.08,180,CURRENT,2022-11-06,337.77,BR006,LOAN_ORIGINATION_v2.1,2022-11-06 21:53:00
LN0000943,CUST004517,MORTGAGE,143195.23,118803.58,21.73,24,CURRENT,2018-04-13,6794.59,BR020,LOAN_ORIGINATION_v2.1,2018-04-13 08:43:04
LN0000944,CUST000746,MORTGAGE,575906.28,121365.54,24.23,24,CURRENT,2019-12-11,28975.91,BR010,LOAN_ORIGINATION_v2.1,2019-12-11 14:34:17
LN0000945,CUST003440,AUTO,20380.6,3998.66,5.05,48,CURRENT,2019-02-12,481.63,BR025,LOAN_ORIGINATION_v2.1,2019-02-12 10:53:57
LN0000946,CUST000570,MORTGAGE,172421.56,93889.92,10.26,36,CURRENT,2020-01-30,4921.52,BR003,LOAN_ORIGINATION_v2.1,2020-01-30 15:04:57
LN0000947,CUST002362,AUTO,42828.9,20260.4,4.02,12,CURRENT,2019-06-03,3977.08,BR005,LOAN_ORIGINATION_v2.1,2019-06-03 02:19:37
LN0000948,CUST003202,CREDIT_LINE,4602.88,2752.11,15.67,24,CURRENT,2021-05-16,211.59,BR004,LOAN_ORIGINATION_v2.1,2021-05-16 02:01:23
LN0000949,CUST003239,CREDIT_LINE,955.77,613.38,21.53,180,30_DPD,2018-08-04,5.41,BR013,LOAN_ORIGINATION_v2.1,2018-08-04 18:07:51
LN0000950,CUST004881,CREDIT_LINE,4662.48,3203.63,5.12,360,CURRENT,2019-08-29,16.66,BR006,LOAN_ORIGINATION_v2.1,2019-08-29 17:53:38
LN0000951,CUST000996,MORTGAGE,374156.3,317759.14,10.2,24,CURRENT,2022-10-06,19873.37,BR009,LOAN_ORIGINATION_v2.1,2022-10-06 22:30:42
LN0000952,CUST004929,AUTO,30088.4,3979.77,13.5,120,CURRENT,2020-01-04,287.66,BR002,LOAN_ORIGINATION_v2.1,2020-01-04 21:52:37
LN0000953,CUST003163,PERSONAL,14834.57,1579.59,19.31,360,90_DPD,2018-05-31,49.74,BR012,LOAN_ORIGINATION_v2.1,2018-05-31 21:18:39
LN0000954,CUST002663,MORTGAGE,579507.36,116383.33,12.14,12,CURRENT,2021-01-30,50205.33,BR003,LOAN_ORIGINATION_v2.1,2021-01-30 23:58:49
LN0000955,CUST002582,MORTGAGE,518403.13,228138.57,6.07,60,CURRENT,2022-11-26,10917.1,BR012,LOAN_ORIGINATION_v2.1,2022-11-26 03:58:37
LN0000956,CUST003993,PERSONAL,40696.66,11649.26,17.63,24,CURRENT,2020-11-15,1897.04,BR007,LOAN_ORIGINATION_v2.1,2020-11-15 21:37:16
LN0000957,CUST003609,MORTGAGE,529695.65,192848.84,3.5,36,CURRENT,2022-12-28,17528.77,BR007,LOAN_ORIGINATION_v2.1,2022-12-28 03:55:55
LN0000958,CUST002645,MORTGAGE,408518.43,164915.04,8.58,120,CURRENT,2021-07-27,4216.62,BR008,LOAN_ORIGINATION_v2.1,2021-07-27 16:11:03
LN0000959,CUST000559,PERSONAL,26356.42,9228.84,8.26,180,CURRENT,2021-01-29,160.49,BR017,LOAN_ORIGINATION_v2.1,2021-01-29 09:29:01
LN0000960,CUST001091,MORTGAGE,86065.24,16505.12,6.54,60,CURRENT,2022-09-13,1589.59,BR003,LOAN_ORIGINATION_v2.1,2022-09-13 22:22:53
LN0000961,CUST001572,PERSONAL,22095.71,7538.86,11.29,24,CLOSED,2020-01-20,1136.52,BR008,LOAN_ORIGINATION_v2.1,2020-01-20 06:48:17
LN0000962,CUST002295,AUTO,51806.67,29000.55,18.02,84,CURRENT,2021-02-24,670.49,BR024,LOAN_ORIGINATION_v2.1,2021-02-24 01:45:12
LN0000963,CUST002010,MORTGAGE,163895.03,31958.84,17.37,360,CURRENT,2018-10-31,474.45,BR006,LOAN_ORIGINATION_v2.1,2018-10-31 11:35:14
LN0000964,CUST000563,MORTGAGE,275157.18,176112.21,15.27,24,CURRENT,2020-12-17,12861.19,BR001,LOAN_ORIGINATION_v2.1,2020-12-17 09:01:10
LN0000965,CUST004180,PERSONAL,6492.47,838.24,24.32,84,CURRENT,2022-02-20,100.09,BR019,LOAN_ORIGINATION_v2.1,2022-02-20 19:49:09
LN0000966,CUST003700,CREDIT_LINE,10052.13,6740.94,20.74,180,CURRENT,2021-12-04,57.42,BR013,LOAN_ORIGINATION_v2.1,2021-12-04 18:12:24
LN0000967,CUST000215,PERSONAL,33431.95,33179.33,19.26,60,CURRENT,2022-05-20,615.0,BR018,LOAN_ORIGINATION_v2.1,2022-05-20 16:16:53
LN0000968,CUST004598,CREDIT_LINE,21824.66,17593.42,7.04,180,CURRENT,2022-09-30,121.38,BR018,LOAN_ORIGINATION_v2.1,2022-09-30 22:50:19
LN0000969,CUST001916,CREDIT_LINE,2468.15,1098.59,17.98,48,CURRENT,2018-04-03,58.95,BR025,LOAN_ORIGINATION_v2.1,2018-04-03 19:44:27
LN0000970,CUST000852,MORTGAGE,211311.13,43001.36,22.99,180,CLOSED,2019-03-20,1504.18,BR011,LOAN_ORIGINATION_v2.1,2019-03-20 05:13:03
LN0000971,CUST004823,MORTGAGE,529086.77,222013.97,24.07,84,CLOSED,2021-02-02,6392.64,BR021,LOAN_ORIGINATION_v2.1,2021-02-02 19:41:44
LN0000972,CUST004523,PERSONAL,1904.76,713.35,7.71,84,CURRENT,2021-08-18,28.87,BR009,LOAN_ORIGINATION_v2.1,2021-08-18 04:19:02
LN0000973,CUST002896,MORTGAGE,313520.81,88668.59,17.02,60,CURRENT,2019-03-08,6453.29,BR001,LOAN_ORIGINATION_v2.1,2019-03-08 20:26:56
LN0000974,CUST002286,AUTO,61603.48,9303.23,14.71,84,CURRENT,2020-03-22,828.11,BR010,LOAN_ORIGINATION_v2.1,2020-03-22 02:51:16
LN0000975,CUST003169,AUTO,16599.51,1750.05,9.85,120,CURRENT,2019-09-08,170.88,BR001,LOAN_ORIGINATION_v2.1,2019-09-08 12:11:25
LN0000976,CUST001106,MORTGAGE,268762.81,246525.29,7.84,84,CURRENT,2020-11-08,3380.21,BR024,LOAN_ORIGINATION_v2.1,2020-11-08 18:05:51
